variable,cepat_kode,nama,tingkat_pendidikan_id
u,7609232,D-III MULTIMEDIA,30
u,4480147,D-III MUSIK,30
u,4609087,D-III NAUTIKA,30
u,4170506,D-III NUTRISI DAN MAKANAN TERNAK,30
u,4400150,D-III OKUPASI TERAPI,30
u,4411084,D-III OKUPASI TERAPI,30
u,4100417,D-III OPTOMETRI,30
u,4480361,D-III ORTHOTIK PROSTETIK,30
u,4480149,D-III ORTOTIK DAN PROSTETIK,30
u,4411089,D-III ORTOTIK PROSTETIK,30
u,4100660,D-III OTOMASI SISTEM INSTRUMENTASI,30
u,4100744,D-III OTOMASI SISTEM PERMESINAN,30
u,4100044,D-III OTOMOTIF,30
u,4480150,D-III PARALEGAL,30
u,4100594,D-III PARAMEDIK VETERINER,30
u,4404033,D-III PARIWISATA,30
u,4470040,D-III PELAYARAN,30
u,4470014,D-III PELAYARAN NAUTIKA,30
u,4600018,D-III PEMANFAATAN SUMBER DAYA PERIKANAN,30
u,4480322,D-III PEMBANGUNAN PETERNAKAN,30
u,4100976,D-III PEMBANGUNAN SOSIAL,30
u,4480019,D-III PEMBANGUNAN WILAYAH,30
u,4480151,D-III PEMBENIHAN IKAN,30
u,4475228,D-III PEMBUATAN PERALATAN DAN PERKAKAS PRODUKSI,30
u,4480152,D-III PEMELIHARAAN ALAT BERAT,30
u,4100342,D-III PEMELIHARAAN MESIN,30
u,4480020,D-III PEMELIHARAAN MESIN INDUSTRI LOGAM,30
u,4480021,D-III PEMELIHARAAN MESIN OTOMOTIF,30
u,4480241,D-III PEMETAAN,30
u,4480357,D-III PEMINATAN/JURUSAN/PROGRAM STUDI/KONSENTRASI ENTOMOLOGI KESEHATAN,30
u,4480358,D-III PEMINATAN/JURUSAN/PROGRAM STUDI/KONSENTRASI KESEHATAN LINGKUNGAN,30
u,4480359,D-III PEMINATAN/JURUSAN/PROGRAM STUDI/KONSENTRASI SANITASI,30
u,4480022,D-III PEMULIAAN TANAMAN,30
u,4480153,D-III PENANGANAN KRISIS KEBENCANAAN,30
u,4100605,D-III PENANGKAPAN IKAN,30
u,4480154,D-III PENCAK SILAT,30
u,4100205,D-III PENDIDIKAN AGAMA,30
u,4470121,D-III PENDIDIKAN BAHASA INDONESIA,30
u,4414050,D-III PENDIDIKAN BAHASA INGGRIS,30
u,4100126,D-III PENERBITAN,30
u,4480242,D-III PENGAWAS EPIDEMIOLOGI,30
u,4475245,D-III PENGAWASAN EPIDEMIOLOGI,30
u,4480023,D-III PENGELOLAAN HASIL HUTAN,30
u,4480024,D-III PENGELOLAAN HASIL PERKEBUNAN,30
u,4415140,D-III PENGELOLAAN HUTAN,30
u,4480026,D-III PENGELOLAAN HUTAN ALAM PRODUKSI,30
u,4480028,D-III PENGELOLAAN LINGKUNGAN,30
u,4480155,D-III PENGELOLAAN PERKEBUNAN KELAPA SAWIT,30
u,4480029,D-III PENGELOLAAN SUMBER DAYA LAHAN,30
u,4415201,D-III PENGELOLAAN SUMBER DAYA PERIKANAN,30
u,4480346,D-III PENGEMBANGAN KURIKULUM,30
u,4609131,D-III PENGINDERAAN JAUH DAN SISTEM INFORMASI GEOGRAFI,30
u,4100330,D-III PENGINDERAAN JAUH DAN SISTEM INFORMASI GEOGRAFIS,30
u,4480243,D-III PENGOBAT TRADISIONAL,30
u,4609091,D-III PENGOBATAN TRADISIONAL,30
u,4100374,D-III PENGOLAHAN HASIL HUTAN,30
u,4480031,D-III PENGOLAHAN HASIL LAUT ATAU HASIL PERIKANAN,30
u,4480157,D-III PENGOLAHAN LIMBAH INDUSTRI KIMIA,30
u,4417024,D-III PENGUJI KENDARAAN BERMOTOR,30
u,4100667,D-III PENGUJIAN KENDARAAN BERMOTOR,30
u,4480244,D-III PENGUKURAN,30
u,4480158,D-III PENJAMINAN MUTU INDUSTRI PANGAN,30
u,4100911,D-III PENYELAMATAN DAN PEMADAM KEBAKARAN PENERBANGAN,30
u,4609102,D-III PENYIARAN,30
u,4480245,D-III PENYULUHAN DAN KOMUNIKASI PERTANIAN,30
u,4100947,D-III PENYULUHAN KEHUTANAN,30
u,4100583,D-III PENYULUHAN PERKEBUNAN,30
u,4100109,D-III PENYULUHAN PERTANIAN,30
u,4480159,D-III PERANCANGAN PERMAINAN,30
u,4480338,D-III PERANGKAT LUNAK,30
u,4100950,D-III PERAWATAN ALAT BERAT,30
u,4100064,D-III PERAWATAN DAN PERBAIKAN MESIN,30
u,4480291,D-III PERAWATAN MESIN,30
u,4400224,D-III PERBANKAN DAN KEUANGAN,30
u,4100118,D-III PERBANKAN SYARI`AH,30
u,4100338,D-III PERBENIHAN,30
u,4480080,D-III PERDAGANGAN INTERNASIONAL WILAYAH ASEAN DAN RRT,30
u,4100376,D-III PEREKAM DAN INFORMASI KESEHATAN,30
u,4475214,D-III PEREKAM DAN INFORMATIKA KESEHATAN,30
u,4100668,D-III PEREKAM MEDIK DAN INFORMASI KESEHATAN,30
u,4411092,D-III PEREKAM MEDIK DAN INFORMATIKA KESEHATAN,30
u,4411095,D-III PEREKAM MEDIS DAN INFORMASI KESEHATAN,30
u,4100769,D-III PEREKAM MEDIS DAN INFORMATIKA KESEHATAN,30
u,4480246,D-III PEREKAM MEDIS INFORMASI KESEHATAN,30
u,4480247,D-III PEREKAM MEDIS INFORMATIKA KESEHATAN,30
u,4100673,D-III PERENCANAAN WILAYAH DAN KOTA,30
u,4480248,D-III PERENCANAAN WILAYAH KOTA,30
u,4609079,D-III PERHOTELAN,30
u,4475164,D-III PERHUBUNGAN DARAT,30
u,4100274,D-III PERIKANAN,30
u,4100831,D-III PERIKANAN BUDIDAYA,30
u,4100995,D-III PERIKANAN TANGKAP,30
u,4100110,D-III PERIKLANAN,30
u,4480083,D-III PERJALANAN WISATA,30
u,4415500,D-III PERKEBUNAN,30
u,4609098,D-III PERLINDUNGAN TANAMAN,30
u,4100906,D-III PERMESINAN KAPAL,30
u,4100249,D-III PERPAJAKAN,30
u,4416100,D-III PERPUSTAKAAN,30
u,4100131,D-III PERPUSTAKAAN ARSIP DAN DOKUMENTASI,30
u,4609094,D-III PERPUSTAKAAN DAN INFORMASI,30
u,4100029,D-III PERPUSTAKAAN DAN KEARSIPAN,30
u,4480035,"D-III PERPUSTAKAAN, INFORMASI, DAN KEARSIPAN",30
u,4415600,D-III PERTAMANAN,30
u,4415400,D-III PERTANAHAN,30
u,4415000,D-III PERTANIAN,30
u,4415300,D-III PETERNAKAN,30
u,4100748,D-III PKB,30
u,4100035,D-III PLANOLOGI,30
u,4480036,D-III PRODUKSI DAN TEKNOLOGI PAKAN TERNAK,30
u,4480111,D-III PRODUKSI FILM DAN TELEVISI,30
u,4470031,D-III PRODUKSI TANAMAN PERKEBUNAN,30
u,4415320,D-III PRODUKSI TERNAK,30
u,4480249,D-III PROMOSI DAN PENDIDIKAN KESEHATAN,30
u,4100093,D-III PROMOSI KESEHATAN,30
u,4480037,D-III PROTEKSI TANAMAN,30
u,4600013,D-III PSIKOLOGI,30
u,4480038,D-III PSIKOLOGI MASYARAKAT,30
u,4100984,D-III PSIKOLOGI UMUM,30
u,4400095,D-III RADIODIAGNOSTIK DAN RADIOTERAPI,30
u,4411086,D-III RADIOLOGI,30
u,4475160,D-III REFRAKSI OPTISI,30
u,4170103,D-III REKAM MEDIK,30
u,4475193,D-III REKAM MEDIK DAN INFORMASI KESEHATAN,30
u,4400030,D-III REKAM MEDIS,30
u,4100770,D-III REKAM MEDIS DAN INFORMASI KESEHATAN,30
u,4480250,D-III REKAYASA ELEKTRO,30
u,4480251,D-III REKAYASA FISIKA,30
u,4480252,D-III REKAYASA GEODESI,30
u,4480253,D-III REKAYASA GEOMATIKA,30
u,4480254,D-III REKAYASA KELAUTAN,30
u,4480255,D-III REKAYASA LINGKUNGAN,30
u,4480256,D-III REKAYASA MATERIAL,30
u,4480257,D-III REKAYASA MESIN,30
u,4101026,D-III REKAYASA PERANGKAT LUNAK APLIKASI,30
u,4480258,D-III REKAYASA SIPIL,30
u,4480040,D-III SAINS INFORMASI GEOGRAFI,30
u,4100945,D-III SANITASI,30
u,4177232,D-III SASTRA DAERAH,30
u,4480041,D-III SASTRA INDONESIA,30
u,4100001,D-III SASTRA INGGRIS,30
u,4400106,D-III SEJARAH,30
u,4100803,D-III SEKOLAH TINGGI TRANSPORTASI DARAT (STTD) JURUSAN PENGUJIAN KENDARAAN BERMOTOR,30
u,4100672,D-III SEKRETARI,30
u,4401033,D-III SEKRETARIS,30
u,4480094,D-III SENI KULINER,30
u,4480162,D-III SENI LUKIS,30
u,4480163,D-III SENI PENGOLAHAN PATISERI,30
u,4480044,D-III SENI PERTUNJUKAN,30
u,4400235,D-III SENI PERTUNJUKAN DAN PROTOKOLER,30
u,4409009,D-III SENI RUPA,30
u,4409011,D-III SENI TARI,30
u,4100819,D-III SISTEM DAN TEKNOLOGI INFORMASI,30
u,4450070,D-III SISTEM INFORMASI,30
u,4470055,D-III SISTEM INFORMASI AKUNTANSI,30
u,4480259,D-III SISTEM INFORMASI GEOGRAFIS,30
u,4100886,D-III SISTEM KEARSIPAN,30
u,4416400,D-III SOSIAL,30
u,4100790,D-III SOSIAL DAN POLITIK,30
u,4475218,D-III SOSIAL EKONOMI PERTANIAN,30
u,4480331,D-III SOSIAL EKONOMI PETERNAKAN,30
u,4416000,D-III SOSIAL POLITIK,30
u,4100221,D-III SOSIATRI,30
u,4100791,D-III SOSIOLOGI,30
u,4100917,D-III SOSIOLOGI PEDESAAN,30
u,4470161,D-III STATISTIK,30
u,4412070,D-III STATISTIKA,30
u,4480076,D-III STATISTIKA BISNIS,30
u,4480339,D-III STATISTIKA DAN KOMPUTASI,30
u,4480047,D-III STATISTIKA TERAPAN,30
u,4100899,D-III STUDI NAUTIKA,30
u,4401100,D-III STUDI PEMBANGUNAN,30
u,4480260,D-III STUDI PEMBANGUNAN DAN MANAJEMEN,30
u,4100546,D-III SURVEI DAN PEMETAAN,30
u,4100168,D-III SURVEI DAN PEMETAAN WILAYAH,30
u,4100682,D-III SURVEI PEMETAAN DAN INFORMASI GEOGRAFIS,30
u,4480332,D-III SURVEI PEMETAAN DAN INFORMASI GRAFIS,30
u,6202415,D-III TANAMAN PANGAN,30
u,4470060,D-III TANAMAN PANGAN DAN HORTIKULTURA,30
u,4400086,D-III TATA AIR PERTANIAN,30
u,4404023,D-III TATA BOGA,30
u,4480166,D-III TATA HIDANG,30
u,4470110,D-III TATA RIAS,30
u,4480262,D-III TEKENOLOGI BUDIDAYA PERIKANAN,30
u,4417000,D-III TEKNIK,30
u,4100684,D-III TEKNIK ALAT BERAT,30
u,4417081,D-III TEKNIK ARSITEKTUR,30
u,4100752,D-III TEKNIK BANGUNAN DAN JALUR PERKERETAAPIAN,30
u,4400036,D-III TEKNIK BANGUNAN KAPAL,30
u,4100753,D-III TEKNIK BUDIDAYA PERIKANAN,30
u,4480340,D-III TEKNIK DIRGANTARA,30
u,4417021,D-III TEKNIK ELEKTRO,30
u,4100033,D-III TEKNIK ELEKTRO ARUS LEMAH,30
u,4100508,D-III TEKNIK ELEKTRO INDUSTRI,30
u,4480263,D-III TEKNIK ELEKTRO/ELEKTRONIKA,30
u,4100690,D-III TEKNIK ELEKTROMEDIK,30
u,4417023,D-III TEKNIK ELEKTRONIKA,30
u,4400074,D-III TEKNIK ENERGI,30
u,5108717,D-III TEKNIK FISIKA,30
u,4417062,D-III TEKNIK GEODESI,30
u,4100496,D-III TEKNIK GEOFISIKA,30
u,4400038,D-III TEKNIK GEOLOGI,30
u,4400075,D-III TEKNIK GEOMATIKA,30
u,4417086,D-III TEKNIK GIGI,30
u,4406030,D-III TEKNIK GRAFIKA,30
u,4417012,D-III TEKNIK INDUSTRI,30
u,4417098,D-III TEKNIK INFORMASI,30
u,4480271,D-III TEKNIK INFORMATIKA,30
u,4400041,D-III TEKNIK INSTRUMENTASI,30
u,4100966,D-III TEKNIK KELAUTAN,30
u,4100895,D-III TEKNIK KELISTRIKAN,30
u,4609100,D-III TEKNIK KELISTRIKAN KAPAL,30
u,4100599,D-III TEKNIK KEMASAN,30
u,4417013,D-III TEKNIK KIMIA,30
u,4430011,D-III TEKNIK KIMIA INDUSTRI,30
u,4100558,D-III TEKNIK KOMPUTER,30
u,4480272,D-III TEKNIK KOMPUTER,30
u,4417100,D-III TEKNIK KOMPUTER DAN JARINGAN,30
u,4400043,D-III TEKNIK KOMPUTER JARINGAN,30
u,4480266,D-III TEKNIK KONSTRUKSI BANGUNAN,30
u,4100693,D-III TEKNIK KONSTRUKSI GEDUNG,30
u,4100113,D-III TEKNIK KONSTRUKSI SIPIL,30
u,4609101,D-III TEKNIK KONVERSI ENERGI,30
u,4417020,D-III TEKNIK LINGKUNGAN,30
u,4400178,D-III TEKNIK LISTRIK,30
u,4417096,D-III TEKNIK MANUFAKTUR,30
u,4480055,D-III TEKNIK MATERIAL,30
u,4100498,D-III TEKNIK MEKANIK OTOMOTIF,30
u,4100618,D-III TEKNIK MEKANIKA,30
u,4100758,D-III TEKNIK MEKANIKA PERKERETAAPIAN,30
u,4417015,D-III TEKNIK MESIN,30
u,4400045,D-III TEKNIK MESIN ALAT BERAT,30
u,4470042,D-III TEKNIK MESIN INDUSTRI,30
u,4417016,D-III TEKNIK MESIN MEKANIK,30
u,4100010,D-III TEKNIK MESIN OTOMOTIF,30
u,4480299,D-III TEKNIK MESIN PERAWATAN,30
u,4480300,D-III TEKNIK MESIN PERAWATAN DAN PERBAIKAN,30
u,4417051,D-III TEKNIK MESIN PRODUKSI,30
u,4400193,D-III TEKNIK NUKLIR,30
u,4609073,D-III TEKNIK OTOMOTIF,30
u,4100697,D-III TEKNIK OTOMOTIF DAN ALAT BERAT,30
u,4100595,D-III TEKNIK PEMELIHARAAN MESIN,30
u,4100698,D-III TEKNIK PENANGANAN PATOLOGI PERIKANAN,30
u,4470118,D-III TEKNIK PENANGKAPAN IKAN,30
u,4100138,D-III TEKNIK PENDINGIN DAN TATA UDARA,30
u,4470143,D-III TEKNIK PENERBANGAN,30
u,4470179,D-III TEKNIK PENGAIRAN,30
u,4480267,D-III TEKNIK PENGELOLAAN SUMBER DAYA AIR,30
u,4480302,D-III TEKNIK PENGENDALIAN MUTU DAN LINGKUNGAN INDUSTRI,30
u,4100760,D-III TEKNIK PENGOLAHAN PRODUK PERIKANAN,30
u,4100107,D-III TEKNIK PENYEHATAN LINGKUNGAN,30
u,4100701,D-III TEKNIK PERANCANGAN DAN KONSTRUKSI KAPAL,30
u,4475211,D-III TEKNIK PERANCANGAN MEKANIK,30
u,4600012,D-III TEKNIK PERAWATAN DAN PERBAIKAN MESIN,30
u,4417052,D-III TEKNIK PERAWATAN MESIN,30
u,4100856,D-III TEKNIK PERENCANAAN WILAYAH DAN KOTA,30
u,4417018,D-III TEKNIK PERKAPALAN,30
u,4475197,D-III TEKNIK PERMESINAN KAPAL,30
u,4100592,D-III TEKNIK PERMINYAKAN,30
u,4100499,D-III TEKNIK PERMINYAKAN DAN GAS BUMI,30
u,4416112,D-III TEKNIK PERPUSTAKAAN,30
u,4470090,"D-III TEKNIK PERPUSTAKAAN, DOKUMENTASI DAN INFORMASI",30
u,4470166,D-III TEKNIK PERTAMBANGAN,30
u,4100706,D-III TEKNIK PERTAMBANGAN BATUBARA,30
u,4100340,D-III TEKNIK PERTANIAN,30
u,4400203,D-III TEKNIK PLANOLOGI,30
u,4609083,D-III TEKNIK RADIODIAGNOSTIK DAN RADIOTERAPI,30
u,4411107,D-III TEKNIK RADIOLOGI,30
u,4480269,D-III TEKNIK REPRODUKSI SATWA,30
u,4411111,D-III TEKNIK RONTGEN,30
u,4100288,D-III TEKNIK SIPIL,30
u,4475206,D-III TEKNIK SIPIL BANGUNAN GEDUNG,30
u,4475222,D-III TEKNIK SIPIL DAN BANGUNAN,30
u,4480304,D-III TEKNIK SIPIL HIDRO,30
u,4475203,D-III TEKNIK SIPIL TRANSPORTASI,30
u,4100710,D-III TEKNIK SUMBER DAYA LAHAN DAN LINGKUNGAN,30
u,4480270,D-III TEKNIK SURVEY DAN PEMETAAN,30
u,4480057,D-III TEKNIK TATA BOGA,30
u,4417085,D-III TEKNIK TELEKOMUNIKASI,30
u,4100237,D-III TEKNIK TENAGA LISTRIK,30
u,4100765,D-III TEKNIK TRANSFUSI DARAH,30
u,4400145,D-III TEKNIK TRANSPORTASI,30
u,4405013,D-III TEKNIKA,30
u,4480273,D-III TEKNISI KARDIOVASKULER,30
u,4400154,D-III TEKNISI MEDIS VETERINER,30
u,4100018,D-III TEKNISI PERPUSTAKAAN,30
u,4609096,D-III TEKNISI REPRODUKSI SATWA,30
u,4415213,D-III TEKNOLOGI AKUAKULTUR,30
u,4480341,D-III TEKNOLOGI AKUNTANSI,30
u,4480168,D-III TEKNOLOGI ALAT BERAT,30
u,4600079,D-III TEKNOLOGI BANGUNAN DAN JALUR PERKERETAAPIAN,30
u,4101035,D-III TEKNOLOGI BANK DARAH,30
u,4100584,D-III TEKNOLOGI BENIH,30
u,4600016,D-III TEKNOLOGI BUDIDAYA IKAN,30
u,4470082,D-III TEKNOLOGI BUDIDAYA PERAIRAN,30
u,4415215,D-III TEKNOLOGI BUDIDAYA PERIKANAN,30
u,4480059,D-III TEKNOLOGI BUSANA,30
u,4480169,D-III TEKNOLOGI CETAK,30
u,4480274,D-III TEKNOLOGI CETAK DAN GRAFIS,30
u,4100593,D-III TEKNOLOGI DAN MANAJEMEN PERIKANAN BUDIDAYA,30
u,4480061,D-III TEKNOLOGI EKSPLORASI MINYAK DAN GAS,30
u,4100935,D-III TEKNOLOGI ELEKTRO PERKERETAAPIAN,30
u,4100943,D-III TEKNOLOGI ELEKTROMEDIS,30
u,4100858,D-III TEKNOLOGI ELEKTRONIKA,30
u,4480078,D-III TEKNOLOGI GEOLOGI,30
u,4400239,D-III TEKNOLOGI GEOMATIKA,30
u,4480170,D-III TEKNOLOGI GIGI,30
u,4416117,D-III TEKNOLOGI HASIL HUTAN,30
u,4480064,D-III TEKNOLOGI HASIL PERKEBUNAN,30
u,4415033,D-III TEKNOLOGI HASIL PERTANIAN,30
u,4480306,D-III TEKNOLOGI HASIL PETERNAKAN,30
u,4400226,D-III TEKNOLOGI HASIL TERNAK,30
u,4470133,D-III TEKNOLOGI INDUSTRI,30
u,4100006,D-III TEKNOLOGI INDUSTRI PERTANIAN,30
u,4415214,D-III TEKNOLOGI INFORMASI,30
u,4101036,D-III TEKNOLOGI INSTRUMENTASI,30
u,4480171,D-III TEKNOLOGI INSTRUMENTASI INDUSTRI PETROKIMIA,30
u,4480172,D-III TEKNOLOGI KARDIOVASKULAR,30
u,4100141,D-III TEKNOLOGI KELAUTAN,30
u,4100948,D-III TEKNOLOGI KIMIA,30
u,4480173,D-III TEKNOLOGI KIMIA BAHAN NABATI,30
u,4100713,D-III TEKNOLOGI KIMIA INDUSTRI,30
u,4400225,D-III TEKNOLOGI KOMPUTER,30
u,9940601,D-III TEKNOLOGI KOMPUTER GRAFIS,30
u,4480066,D-III TEKNOLOGI KONSTRUKSI BANGUNAN AIR,30
u,4480174,D-III TEKNOLOGI KONSTRUKSI BANGUNAN GEDUNG,30
u,4480067,D-III TEKNOLOGI KONSTRUKSI JALAN DAN JEMBATAN,30
u,4480068,"D-III TEKNOLOGI KONSTRUKSI JALAN, JEMBATAN, DAN BANGUNAN AIR",30
u,4480176,D-III TEKNOLOGI KONVERSI ENERGI,30
u,4100849,D-III TEKNOLOGI LABORATORIUM MEDIK,30
u,4600076,D-III TEKNOLOGI LABORATORIUM MEDIS,30
u,4480177,D-III TEKNOLOGI LINGKUNGAN,30
u,4170505,D-III TEKNOLOGI LISTRIK,30
u,4480178,D-III TEKNOLOGI LISTRIK INDUSTRI LOGAM,30
u,4480117,D-III TEKNOLOGI MANUFAKTUR,30
u,4480179,D-III TEKNOLOGI MANUFAKTUR ELEKTRONIK,30
u,4480180,D-III TEKNOLOGI MANUFAKTUR INDUSTRI AGRO,30
u,4100908,D-III TEKNOLOGI MEKANIKA OTOMOTIF,30
u,4100857,D-III TEKNOLOGI MEKANIKA PERKERETAAPIAN,30
u,4400264,D-III TEKNOLOGI MEKANISASI PERTANIAN,30
u,4100964,D-III TEKNOLOGI MESIN,30
u,4480181,D-III TEKNOLOGI MESIN INDUSTRI PETROKIMIA,30
u,4480182,D-III TEKNOLOGI METALURGI,30
u,4480183,D-III TEKNOLOGI METALURGI INDUSTRI LOGAM,30
u,4100089,D-III TEKNOLOGI MULTIMEDIA DAN BROADCASTING,30
u,4100938,D-III TEKNOLOGI NAVIGASI UDARA,30
u,4480077,D-III TEKNOLOGI OTOMASI,30
u,4100936,D-III TEKNOLOGI OTOMOTIF,30
u,4475232,D-III TEKNOLOGI PANGAN,30
u,4475199,D-III TEKNOLOGI PANGAN DAN GIZI,30
u,4475215,D-III TEKNOLOGI PEMANFAATAN SUMBER DAYA KELAUTAN,30
u,4480185,D-III TEKNOLOGI PEMBUATAN MESIN PERKAKAS,30
u,4480186,D-III TEKNOLOGI PEMBUATAN PERKAKAS PRESISI,30
u,4100910,D-III TEKNOLOGI PEMELIHARAAN PESAWAT UDARA,30
u,4415211,D-III TEKNOLOGI PENANGKAPAN IKAN,30
u,4480187,D-III TEKNOLOGI PENDINGIN DAN TATA UDARA,30
u,4480188,D-III TEKNOLOGI PENGECORAN LOGAM,30
u,4100974,D-III TEKNOLOGI PENGELASAN LOGAM,30
u,4480189,D-III TEKNOLOGI PENGEMASAN,30
u,4303921,D-III TEKNOLOGI PENGINDERAAN JAUH,30
u,4600015,D-III TEKNOLOGI PENGOLAHAN HASIL LAUT,30
u,4415212,D-III TEKNOLOGI PENGOLAHAN HASIL PERIKANAN,30
u,4480070,D-III TEKNOLOGI PENGOLAHAN HASIL PERTANIAN,30
u,4480191,D-III TEKNOLOGI PENGOLAHAN HASIL TERNAK,30
u,4480194,D-III TEKNOLOGI PERANCANGAN MEKANIK,30
u,4480195,D-III TEKNOLOGI PERANCANGAN MESIN PERKAKAS,30
u,4480196,D-III TEKNOLOGI PERANCANGAN PERKAKAS PRESISI,30
u,4480277,D-III TEKNOLOGI PERIKANAN BUDIDAYA,30
u,4480197,D-III TEKNOLOGI PERMAINAN,30
u,4480073,D-III TEKNOLOGI PERTAMBANGAN,30
u,4480198,D-III TEKNOLOGI PERTAMBANGAN BATUBARA,30
u,4415020,D-III TEKNOLOGI PERTANIAN,30
u,4480200,D-III TEKNOLOGI PRODUK KAYU,30
u,4100115,D-III TEKNOLOGI PRODUKSI DAN MANAJEMEN PERIKANAN BUDIDAYA,30
u,4480335,D-III TEKNOLOGI PRODUKSI KAYU,30
u,4480201,D-III TEKNOLOGI PROSES INDUSTRI PETROKIMIA,30
u,4480280,D-III TEKNOLOGI REKAYASA MANUFAKTUR,30
u,4101029,D-III TEKNOLOGI SIPIL,30
u,4416501,D-III TEKNOLOGI SISTEM INFORMASI,30
u,4480204,D-III TEKNOLOGI SISTEM KEDIRGANTARAAN,30
u,4100944,D-III TEKNOLOGI TELEKOMUNIKASI,30
u,4100039,D-III TEKNOLOGI TRANSFUSI DARAH,30
u,4470115,D-III TELEKOMUNIKASI,30
u,4100891,D-III TERAPI OKUPASI,30
u,4411041,D-III TERAPI WICARA,30
u,4400258,D-III TERAPIS GIGI DAN MULUT,30
u,4411094,D-III TRANSFUSI DARAH,30
u,4470153,D-III TRANSPORTASI,30
u,4405040,D-III TRANSPORTASI DARAT,30
u,4405052,D-III TRANSPORTASI LAUT DAN KEPELABUHAN,30
u,4480205,D-III USAHA BUDI DAYA IKAN,30
u,4480281,D-III USAHA BUDI DAYA TERNAK,30
M,5080153,D-IV + PROFESI KEPERAWATAN,35
M,5010149,D-IV ADMINISTRASI BISNIS,35
M,5000608,D-IV ADMINISTRASI BISNIS OTOMOTIF,35
M,5001122,D-IV ADMINISTRASI BISNIS SEKTOR PUBLIK,35
M,5011001,D-IV ADMINISTRASI BISNIS TERAPAN,35
M,5001118,D-IV ADMINISTRASI KEUANGAN PUBLIK,35
M,5000033,D-IV ADMINISTRASI NEGARA,35
M,6104073,D-IV ADMINISTRASI NIAGA,35
M,5080405,D-IV ADMINISTRASI PAJAK,35
M,5109929,D-IV ADMINISTRASI PEMBANGUNAN NEGARA,35
M,5010150,D-IV ADMINISTRASI PEMERINTAHAN,35
M,5070075,D-IV ADMINISTRASI PEMERINTAHAN DAERAH,35
M,5080265,D-IV ADMINISTRASI PEMERINTAHAN DAERAH,35
M,5010151,D-IV ADMINISTRASI PERKANTORAN,35
M,5000197,D-IV ADMINISTRASI PUBLIK,35
M,5010567,D-IV AGAMA,35
M,5000139,D-IV AGRIBISNIS,35
M,4101024,D-IV AGRIBISNIS HORTIKULTURA,35
M,5070084,D-IV AGRIBISNIS PANGAN,35
M,5070085,D-IV AGRIBISNIS PERIKANAN,35
M,5010464,D-IV AGRIBISNIS PERTANIAN,35
M,5010465,D-IV AGRIBISNIS PETERNAKAN,35
M,5080154,D-IV AGRIBISNIS UNGGAS,35
M,5010595,D-IV AGRO BISNIS,35
M,5080267,D-IV AGRO BISNIS HORTIKULTURA,35
M,5000667,D-IV AGROBISNIS PERIKANAN,35
M,5010508,D-IV AGROINDUSTRI,35
M,5080155,D-IV AGROINDUSTRI KOPI,35
M,5000619,D-IV AGROINDUSTRI PANGAN,35
M,5000105,D-IV AGRONOMI,35
M,5000230,D-IV AGROTEKNOLOGI,35
M,5000670,D-IV AGROTEKNOLOGI PERTANIAN,35
M,5080123,D-IV AGROWISATA BAHARI,35
M,5000193,D-IV AHLI TRANSPORTASI,35
M,5000090,D-IV AKUAKULTUR,35
M,5009044,D-IV AKUNTANSI,35
M,5080004,D-IV AKUNTANSI BISNIS DIGITAL,35
M,5000203,D-IV AKUNTANSI KEUANGAN,35
M,5010535,D-IV AKUNTANSI KOMPUTER,35
M,5102403,D-IV AKUNTANSI LEMBAGA KEUANGAN SYARIAH,35
M,5010359,D-IV AKUNTANSI PERPAJAKAN,35
M,5102405,D-IV AKUNTANSI SEKTOR PUBLIK,35
M,5000282,D-IV AKUPUNKTUR,35
M,5080268,D-IV AKUPUNKTUR DAN PENGOBATAN HERBAL,35
M,5080156,D-IV AKUPUNTUR DAN PENGOBATAN HERBAL,35
M,5005100,D-IV ANALIS KESEHATAN,35
M,5102406,D-IV ANALIS KEUANGAN,35
M,5000076,D-IV ANALIS KIMIA,35
M,5080157,D-IV ANALISIS KEUANGAN,35
M,5080417,D-IV ANALISIS KIMIA,35
M,5000362,D-IV ANIMASI,35
M,5000229,D-IV ANTROPOLOGI,35
M,5070086,D-IV ANTROPOLOGI SOSIAL,35
M,5010155,D-IV ARKEOLOGI,35
M,5070132,D-IV ARSIP,35
M,5000080,D-IV ARSIPARIS,35
M,5000190,D-IV ARSITEKTUR,35
M,5000618,D-IV ARSITEKTUR BANGUNAN GEDUNG,35
M,5010412,D-IV ARSITEKTUR LANSKAP,35
M,5000739,D-IV BAHASA DAN BUDAYA TIONGKOK,35
M,5080158,D-IV BAHASA INGGRIS UNTUK INDUSTRI PARIWISATA,35
M,5080159,D-IV BAHASA INGGRIS UNTUK KOMUNIKASI BISNIS DAN PROFESIONAL,35
M,5080160,D-IV BAHASA JEPANG UNTUK KOMUNIKASI BISNIS DAN PROFESIONAL,35
M,5080161,D-IV BAHASA KOREA UNTUK KOMUNIKASI BISNIS DAN PROFESIONAL,35
M,5080162,D-IV BAHASA MANDARIN UNTUK KOMUNIKASI BISNIS DAN PROFESIONAL,35
M,5080163,D-IV BAHASA PERANCIS UNTUK KOMUNIKASI BISNIS DAN PROFESIONAL,35
M,5000319,D-IV BIDAN PENDIDIK,35
M,5080269,D-IV BIDAN PENDIDIK (LULUSAN SAMPAI DENGAN TAHUN 2021,35
