variable,cepat_kode,nama,tingkat_pendidikan_id
M,5000509,D-IV TEKNIK KOMPUTER DAN JARINGAN,35
M,5001080,D-IV TEKNIK KONSERVASI ENERGI,35
M,5000420,D-IV TEKNIK KONSTRUKSI GEDUNG,35
M,5000038,D-IV TEKNIK LINGKUNGAN,35
M,5000522,D-IV TEKNIK LISTRIK,35
M,5000309,D-IV TEKNIK LISTRIK BANDARA,35
M,5001083,D-IV TEKNIK LISTRIK INDUSTRI,35
M,5010261,D-IV TEKNIK LOGISTIK,35
M,5000460,D-IV TEKNIK MANUFAKTUR,35
M,5000071,D-IV TEKNIK MATERIAL,35
M,5080319,D-IV TEKNIK MEKANIKAL ELEKTRIKAL,35
M,5192614,D-IV TEKNIK MEKATRONIKA,35
M,5000430,D-IV TEKNIK MESIN,35
M,5000397,D-IV TEKNIK MESIN KILANG,35
M,5000632,D-IV TEKNIK MESIN PERTANIAN,35
M,5000431,D-IV TEKNIK MESIN PRODUKSI DAN PERAWATAN,35
M,5010262,D-IV TEKNIK METALURGI,35
M,5102444,D-IV TEKNIK MULTIMEDIA DAN JARINGAN,35
M,5080067,D-IV TEKNIK MULTIMEDIA DIGITAL,35
M,5010122,D-IV TEKNIK OTOMASI,35
M,5000388,D-IV TEKNIK OTOMASI INDUSTRI,35
M,5001106,D-IV TEKNIK OTOMASI LISTRIK INDUSTRI,35
M,5000513,D-IV TEKNIK OTOMOTIF,35
M,5001102,D-IV TEKNIK PEMBANGKIT TENAGA LISTRIK,35
M,5102447,D-IV TEKNIK PENDINGIN DAN TATA UDARA,35
M,5000113,D-IV TEKNIK PENGAIRAN,35
M,5010123,D-IV TEKNIK PENGELASAN,35
M,5102448,D-IV TEKNIK PENGELOLAAN DAN PEMELIHARAAN INFRASTRUKTUR SIPIL,35
M,5102449,D-IV TEKNIK PENGELOLAAN DAN PERAWATAN ALAT BERAT,35
M,5000238,D-IV TEKNIK PENGELOLAAN SUMBER DAYA AIR,35
M,5080114,D-IV TEKNIK PENGENDALIAN PENCEMARAN LINGKUNGAN,35
M,5080144,D-IV TEKNIK PENGOLAHAN LIMBAH,35
M,5000495,D-IV TEKNIK PENGOLAHAN MINYAK DAN GAS,35
M,5010317,D-IV TEKNIK PERANCANGAN DAN KONSTRUKSI KAPAL,35
M,5102450,D-IV TEKNIK PERANCANGAN DAN KONSTRUKSI MESIN,35
M,5102451,D-IV TEKNIK PERANCANGAN IRIGASI DAN PENANGANAN PANTAI,35
M,5102452,D-IV TEKNIK PERANCANGAN JALAN DAN JEMBATAN,35
M,5080320,D-IV TEKNIK PERANCANGAN KONSTRUKSI MESIN,35
M,5102453,D-IV TEKNIK PERAWATAN DAN PERBAIKAN GEDUNG,35
M,5009046,D-IV TEKNIK PERENCANAAN IRIGASI DAN RAWA,35
M,5000007,D-IV TEKNIK PERENCANAAN JALAN DAN JEMBATAN,35
M,5009056,D-IV TEKNIK PERENCANAAN WILAYAH DAN KOTA,35
M,5010318,D-IV TEKNIK PERMESINAN KAPAL,35
M,5010264,D-IV TEKNIK PERMINYAKAN,35
M,5010124,D-IV TEKNIK PERPIPAAN,35
M,5000151,D-IV TEKNIK PERTAMBANGAN,35
M,5000140,D-IV TEKNIK PERTANIAN,35
M,5010009,D-IV TEKNIK PESAWAT UDARA,35
M,5000123,D-IV TEKNIK PLANOLOGI,35
M,5000561,D-IV TEKNIK PRODUKSI MINYAK DAN GAS,35
M,5000008,D-IV TEKNIK RADIODIAGNOSTIK DAN RADIOTERAPI,35
M,5000480,D-IV TEKNIK RADIOLOGI,35
M,5080321,D-IV TEKNIK REKAYASA KELAUTAN,35
M,5080322,D-IV TEKNIK REKAYASA LINGKUNGAN,35
M,5080323,D-IV TEKNIK REKAYASA PELAKSANAAN BANGUNAN SIPIL,35
M,5080324,D-IV TEKNIK REKAYASA SIPIL,35
M,5000410,D-IV TEKNIK SIPIL,35
M,5000927,D-IV TEKNIK SIPIL DAN LINGKUNGAN,35
M,7609136,D-IV TEKNIK SIPIL PENGAIRAN,35
M,9000033,D-IV TEKNIK SISTEM PERKAPALAN,35
M,5000450,D-IV TEKNIK TEKSTIL,35
M,5009050,D-IV TEKNIK TELEKOMUNIKASI,35
M,5000983,D-IV TEKNIK TENAGA LISTRIK,35
M,5010011,D-IV TEKNIKA,35
M,5070080,D-IV TEKNISI GIGI,35
M,5001010,D-IV TEKNOLOGI AKUAKULTUR,35
M,5000633,D-IV TEKNOLOGI BENIH,35
M,5080220,D-IV TEKNOLOGI BUDI DAYA PERIKANAN /TEKNOLOGI AKUAKULTUR,35
M,5080221,D-IV TEKNOLOGI CERDAS PENANGKAPAN IKAN,35
M,5000986,D-IV TEKNOLOGI DAN MANAJEMEN PERIKANAN BUDIDAYA,35
M,5001107,D-IV TEKNOLOGI GAME,35
M,5000060,D-IV TEKNOLOGI HASIL PERAIRAN,35
M,5010134,D-IV TEKNOLOGI HASIL PERIKANAN,35
M,5080146,D-IV TEKNOLOGI INDUSTRI KIMIA,35
M,5010270,D-IV TEKNOLOGI INDUSTRI PERTANIAN,35
M,5000504,D-IV TEKNOLOGI INFORMASI,35
M,5106448,D-IV TEKNOLOGI INFORMATIKA MULTIMEDIA DIGITAL,35
M,5000499,D-IV TEKNOLOGI KELAUTAN,35
M,5000555,D-IV TEKNOLOGI KESELAMATAN OTOMOTIF,35
M,5001002,D-IV TEKNOLOGI LABORATORIUM MEDIK,35
M,5000545,D-IV TEKNOLOGI LABORATORIUM MEDIS,35
M,5102456,D-IV TEKNOLOGI PAKAN TERNAK,35
M,5000095,D-IV TEKNOLOGI PANGAN,35
M,5070129,D-IV TEKNOLOGI PANGAN DAN GIZI,35
M,5102457,D-IV TEKNOLOGI PEMBANGKIT TENAGA LISTRIK,35
M,5001028,D-IV TEKNOLOGI PEMBENIHAN IKAN,35
M,5001011,D-IV TEKNOLOGI PENANGKAPAN IKAN,35
M,5001014,D-IV TEKNOLOGI PENGELOLAAN SUMBER DAYA PERAIRAN,35
M,5001013,D-IV TEKNOLOGI PENGOLAHAN HASIL PERIKANAN,35
M,5001031,D-IV TEKNOLOGI PERBENIHAN,35
M,5001032,D-IV TEKNOLOGI PERMAINAN,35
M,5000102,D-IV TEKNOLOGI PERTANIAN,35
M,5080070,D-IV TEKNOLOGI PETERNAKAN,35
M,5080071,D-IV TEKNOLOGI PRODUKSI PANGAN,35
M,5080222,D-IV TEKNOLOGI PRODUKSI TANAMAN HORTIKULTURA,35
M,5000557,D-IV TEKNOLOGI PRODUKSI TANAMAN PANGAN,35
M,5080223,D-IV TEKNOLOGI PRODUKSI TANAMAN PERKEBUNAN,35
M,5000635,D-IV TEKNOLOGI PRODUKSI TERNAK,35
M,4101028,D-IV TEKNOLOGI RADIOLOGI PENCITRAAN,35
M,5080226,D-IV TEKNOLOGI REKAYASA ARSITEKTUR PERKAPALAN,35
M,5000590,D-IV TEKNOLOGI REKAYASA BANDAR UDARA,35
M,5080227,D-IV TEKNOLOGI REKAYASA BERSIH,35
M,5080072,D-IV TEKNOLOGI REKAYASA BIOPROSES ENERGI TERBARUKAN,35
M,5080148,D-IV TEKNOLOGI REKAYASA CETAK DAN GRAFIS 3 DIMENSI,35
M,5080327,D-IV TEKNOLOGI REKAYASA DAN PEMELIHARAAN BANGUNAN SIPIL,35
M,5080228,D-IV TEKNOLOGI REKAYASA ELEKTRIKAL MEKANIK,35
M,5080328,D-IV TEKNOLOGI REKAYASA ELEKTRIKAL MEKANIKAL,35
M,5080329,D-IV TEKNOLOGI REKAYASA ELEKTRO,35
M,5000594,D-IV TEKNOLOGI REKAYASA ELEKTROMEDIS,35
M,5080073,D-IV TEKNOLOGI REKAYASA ELEKTRONIKA,35
M,5080231,D-IV TEKNOLOGI REKAYASA ENERGI TERBARUKAN,35
M,5080074,D-IV TEKNOLOGI REKAYASA GEOMATIKA DAN SURVEI,35
M,5080232,D-IV TEKNOLOGI REKAYASA GEOMETIKA DAN SURVEI,35
M,5001042,D-IV TEKNOLOGI REKAYASA INDUSTRI OTOMOTIF,35
M,5080233,D-IV TEKNOLOGI REKAYASA INFORMATIKA INDUSTRI,35
M,5000658,D-IV TEKNOLOGI REKAYASA INSTALASI LISTRIK,35
M,5080075,D-IV TEKNOLOGI REKAYASA INSTRUMENTASI,35
M,5001045,D-IV TEKNOLOGI REKAYASA INSTRUMENTASI DAN KONTROL,35
M,5106449,D-IV TEKNOLOGI REKAYASA INTERNET,35
M,5080234,D-IV TEKNOLOGI REKAYASA JARINGAN,35
M,5001057,D-IV TEKNOLOGI REKAYASA JARINGAN TELEKOMUNIKASI,35
M,5080235,D-IV TEKNOLOGI REKAYASA KELAUTAN,35
M,5080236,D-IV TEKNOLOGI REKAYASA KESELAMATAN,35
M,5080237,D-IV TEKNOLOGI REKAYASA KESELAMATAN KEBAKARAN,35
M,5080238,D-IV TEKNOLOGI REKAYASA KESELAMATAN KELAUTAN,35
M,5080239,D-IV TEKNOLOGI REKAYASA KIMIA BERKELANJUTAN,35
M,5000636,D-IV TEKNOLOGI REKAYASA KIMIA INDUSTRI,35
M,8401251,D-IV TEKNOLOGI REKAYASA KIMIA POLIMER,35
M,5080076,D-IV TEKNOLOGI REKAYASA KOMPUTER,35
M,5080077,D-IV TEKNOLOGI REKAYASA KOMPUTER GRAFIS,35
M,5000598,D-IV TEKNOLOGI REKAYASA KOMPUTER JARINGAN,35
M,5080330,D-IV TEKNOLOGI REKAYASA KOMUNIKASI FOTONIK,35
M,5080078,D-IV TEKNOLOGI REKAYASA KONSTRUKSI BANGUNAN AIR,35
M,5080079,D-IV TEKNOLOGI REKAYASA KONSTRUKSI BANGUNAN GEDUNG,35
M,5080240,D-IV TEKNOLOGI REKAYASA KONSTRUKSI BANGUNAN RAWA,35
M,5000637,D-IV TEKNOLOGI REKAYASA KONSTRUKSI JALAN DAN JEMBATAN,35
M,5080117,D-IV TEKNOLOGI REKAYASA KONSTRUKSI PERKAPALAN,35
M,5080241,D-IV TEKNOLOGI REKAYASA KONVERSI ENERGI,35
M,5080242,D-IV TEKNOLOGI REKAYASA LOGISTIK,35
M,7609137,D-IV TEKNOLOGI REKAYASA MANUFAKTUR,35
M,5080243,D-IV TEKNOLOGI REKAYASA MATERIAL MAJU,35
M,5080244,D-IV TEKNOLOGI REKAYASA MEKATRONIKA,35
M,5000663,D-IV TEKNOLOGI REKAYASA MESIN,35
M,5080245,D-IV TEKNOLOGI REKAYASA METALURGI,35
M,5001135,D-IV TEKNOLOGI REKAYASA MULTIMEDIA,35
M,5080249,D-IV TEKNOLOGI REKAYASA MULTIMEDIA GRAFIS,35
M,5080250,D-IV TEKNOLOGI REKAYASA NAVIGASI UDARA,35
M,5001099,D-IV TEKNOLOGI REKAYASA OTOMASI,35
M,5000585,D-IV TEKNOLOGI REKAYASA OTOMOTIF,35
M,8401252,D-IV TEKNOLOGI REKAYASA PANGAN,35
M,8401253,D-IV TEKNOLOGI REKAYASA PEMBANGKIT ENERGI,35
M,5080120,D-IV TEKNOLOGI REKAYASA PEMELIHARAAN ALAT BERAT,35
M,5080251,D-IV TEKNOLOGI REKAYASA PEMELIHARAN PESAWAT UDARA,35
M,5080121,D-IV TEKNOLOGI REKAYASA PENGELASAN DAN FABRIKASI,35
M,5080081,D-IV TEKNOLOGI REKAYASA PENGELOLAAN DAN PEMELIHARAAN BANGUNAN SIPIL,35
M,5080252,D-IV TEKNOLOGI REKAYASA PENGENDALIAN PENCEMARAN LINGKUNGAN,35
M,5080253,D-IV TEKNOLOGI REKAYASA PENGINDERAAN JAUH,35
M,5080254,D-IV TEKNOLOGI REKAYASA PENGOLAHAN KARET DAN PLASTIK,35
M,8401254,D-IV TEKNOLOGI REKAYASA PERANCANGAN MANUFAKTUR,35
M,5080331,D-IV TEKNOLOGI REKAYASA PERANCANGAN MANUFAKUR,35
M,5080082,D-IV TEKNOLOGI REKAYASA PERANGKAT LUNAK,35
M,5080332,D-IV TEKNOLOGI REKAYASA PERAWATAN ALAT BERAT,35
M,5080256,D-IV TEKNOLOGI REKAYASA PERPIPAAN,35
M,5080258,D-IV TEKNOLOGI REKAYASA ROBOTIKA,35
M,5080083,D-IV TEKNOLOGI REKAYASA SISTEM ELEKTRONIKA,35
M,5080259,D-IV TEKNOLOGI REKAYASA SISTEM KEDIRGANTARAAN,35
M,5080260,D-IV TEKNOLOGI REKAYASA SUMBER DAYA TANAH DAN AIR,35
M,8401255,D-IV TEKNOLOGI REKAYASA TEKSTIL,35
M,8401256,D-IV TEKNOLOGI REKAYASA TELEKOMUNIKASI,35
M,5080261,D-IV TEKNOLOGI REKAYASA TRANSPORTASI,35
M,5080151,D-IV TEKNOLOGI SURVEI DAN PEMETAAN DASAR,35
M,5080084,D-IV TEKNOLOGI SURVEI PEMETAAN DASAR,35
M,5080333,D-IV TEKNOLOGI TELEKOMUNIKASI,35
M,5000543,D-IV TERAPI GIGI,35
M,5070082,D-IV TERAPI GIGI DAN MULUT,35
M,5080263,D-IV TERAPI WICARA DAN BAHASA,35
M,5070083,D-IV TERAPIS GIGI DAN MULUT,35
M,5010274,D-IV TRANSPORTASI,35
M,5004100,D-IV TRANSPORTASI DARAT,35
M,5000510,D-IV TRANSPORTASI LAUT,35
M,5080264,D-IV TRANSPORTASI UDARA,35
M,5009077,D-IV USAHA PERJALANAN WISATA,35
U,5193674,D-IV/S-1 AKUNTANSI,40
U,5193683,D-IV/S-1 EKONOMI,40
U,5193677,D-IV/S-1 EKONOMI PEMBANGUNAN,40
U,5193679,D-IV/S-1 ILMU KOMPUTER,40
U,5193675,D-IV/S-1 MANAJEMEN,40
U,5193678,D-IV/S-1 SISTEM INFORMASI,40
U,5193682,D-IV/S-1 TEKNIK INFORMATIKA,40
U,5193680,D-IV/S-1 TEKNOLOGI INFORMASI,40
U,7199921,DOKTER HEWAN,40
U,5191065,DOKTER UMUM,40
U,4210021,PROFESI BIDAN,40
U,5210136,PROFESI INSINYUR PETERNAKAN,40
U,5126000,S-1 ADMINISTRASI,40
U,5157011,S-1 ADMINISTRASI BISNIS,40
U,5101026,S-1 ADMINISTRASI FISKAL,40
U,9400211,S-1 ADMINISTRASI KANTOR,40
U,5104811,S-1 ADMINISTRASI KEBIJAKAN KESEHATAN,40
U,5100380,S-1 ADMINISTRASI KESEHATAN,40
U,5157010,S-1 ADMINISTRASI KEUANGAN,40
U,5100935,S-1 ADMINISTRASI NEGARA,40
U,5126013,S-1 ADMINISTRASI NIAGA,40
U,5102667,S-1 ADMINISTRASI PAJAK,40
U,7101489,S-1 ADMINISTRASI PEMERINTAHAN,40
U,5210314,S-1 ADMINISTRASI PEMERINTAHAN DAERAH,40
U,5102273,S-1 ADMINISTRASI PENDIDIKAN,40
U,5126090,S-1 ADMINISTRASI PERKANTORAN,40
U,5100045,S-1 ADMINISTRASI PUBLIK,40
U,5210315,S-1 ADMINISTRASI PUBLIK,40
U,5126050,S-1 ADMINISTRASI PUBLISISTIK/JURNALISTIK,40
U,5193226,S-1 ADMINISTRASI RUMAH SAKIT,40
U,5140100,S-1 AGAMA,40
U,5140111,S-1 AGAMA ISLAM,40
U,5119078,S-1 AGAMA KOMUNIKASI DAN PENYIARAN ISLAM,40
U,5192780,S-1 AGAMA KRISTEN,40
U,5106188,S-1 AGRIBISNIS,40
U,5102737,S-1 AGRIBISNIS HORTIKULTURA,40
U,5191196,S-1 AGRIBISNIS PERIKANAN,40
U,5101687,S-1 AGRIBISNIS PERTANIAN,40
U,5192615,S-1 AGRIBISNIS PETERNAKAN,40
U,5101769,S-1 AGRIBISNIS SOSIAL EKONOMI PERTANIAN,40
U,5100718,S-1 AGRIBISNIS TANAMAN PERKEBUNAN,40
U,5009026,S-1 AGROBISNIS,40
U,5190332,S-1 AGROBISNIS PERIKANAN,40
U,5100137,S-1 AGROEKOTEKNOLOGI,40
U,5210316,S-1 AGROEKOTEKNOLOGI (MINAT PERLINDUNGAN TANAMAN / HAMA DAN PENYAKIT TUMBUHAN),40
U,9940609,S-1 AGROEKOTEKNOLOGI ATAU AGROTEKNOLOGI,40
U,5193560,S-1 AGROINDUSTRI,40
U,5106060,S-1 AGRONOMI,40
U,5100013,S-1 AGRONOMI DAN HORTIKULTURA,40
U,5210005,S-1 AGRONOMI TANAMAN,40
U,5191115,S-1 AGROTEKNOLOGI,40
U,5210317,S-1 AGROTEKNOLOGI (MINAT PERLINDUNGAN TANAMAN / HAMA DAN PENYAKIT TUMBUHAN),40
U,5101427,S-1 AGROTEKNOLOGI PERTANIAN,40
U,5100412,S-1 AHLI TRANSPORTASI,40
U,5200070,S-1 AHWAL AL SYAKHSIYYAH,40
U,5193323,S-1 AKHLAK TASAWUF,40
U,5119079,S-1 AKHWALUS SYAKHSIYAH,40
U,5119080,S-1 AKIDAH DAN FILSAFAT ISLAM,40
U,7609118,S-1 AKTUARIA,40
U,5100319,S-1 AKUAKULTUR,40
U,5101201,S-1 AKUNTANSI,40
U,5192595,S-1 AKUNTANSI KEUANGAN,40
U,5100830,S-1 AKUNTANSI MANAJERIAL,40
U,5100167,S-1 AKUNTANSI SYARIAH,40
U,5102257,S-1 AKUTANSI,40
U,5192685,S-1 ANALIS KIMIA,40
U,5193667,S-1 ANALIS TATA RUANG,40
U,5193463,S-1 ANIMASI,40
U,5100890,S-1 ANTROPOLOGI,40
U,5120600,S-1 ANTROPOLOGI,40
U,5120631,S-1 ANTROPOLOGI BUDAYA,40
U,5120632,S-1 ANTROPOLOGI SOSIAL,40
U,5106445,S-1 AQIDAH DAN FILSAFAT ISLAM,40
U,5193324,S-1 AQIDAH FILSAFAT ISLAM,40
U,5120613,S-1 ARKEOLOGI,40
U,5119157,S-1 ARSIP,40
U,5100139,S-1 ARSIPARIS,40
U,5193501,S-1 ARSITEK,40
U,5109751,S-1 ARSITEKTUR,40
U,5102463,S-1 ARSITEKTUR INTERIOR,40
U,5193464,S-1 ARSITEKTUR LANSKAP,40
U,5107510,S-1 ASTRONOMI,40
U,5210008,S-1 ASURANSI SYARIAH,40
U,5210108,S-1 BAHASA ACEH,40
U,5120411,S-1 BAHASA ARAB,40
U,5120231,S-1 BAHASA BALI,40
U,5109954,S-1 BAHASA BATAK,40
U,5120532,S-1 BAHASA BELANDA,40
U,5210109,S-1 BAHASA BUGIS,40
U,5120321,S-1 BAHASA CINA,40
U,5101377,S-1 BAHASA DAERAH,40
U,5210110,S-1 BAHASA DAN KEBUDAYAAN ACEH,40
U,5102794,S-1 BAHASA DAN KEBUDAYAAN ARAB,40
U,5210194,S-1 BAHASA DAN KEBUDAYAAN BALI,40
U,5210195,S-1 BAHASA DAN KEBUDAYAAN BATAK,40
U,5210200,S-1 BAHASA DAN KEBUDAYAAN BELANDA,40
U,5210189,S-1 BAHASA DAN KEBUDAYAAN INDONESIA,40
U,5102795,S-1 BAHASA DAN KEBUDAYAAN INGGRIS,40
U,5210202,S-1 BAHASA DAN KEBUDAYAAN JAWA,40
U,5102738,S-1 BAHASA DAN KEBUDAYAAN JEPANG,40
U,5210203,S-1 BAHASA DAN KEBUDAYAAN JERMAN,40
U,5100858,S-1 BAHASA DAN KEBUDAYAAN KOREA,40
U,5210204,S-1 BAHASA DAN KEBUDAYAAN PERANCIS,40
U,5210205,S-1 BAHASA DAN KEBUDAYAAN RUSIA,40
U,5210206,S-1 BAHASA DAN KEBUDAYAAN SUNDA,40
U,5100952,S-1 BAHASA DAN SASTRA,40
U,5192622,S-1 BAHASA DAN SASTRA ARAB,40
U,5110814,S-1 BAHASA DAN SASTRA INDONESIA,40
U,5192613,S-1 BAHASA DAN SASTRA INGGRIS,40
U,5120213,S-1 BAHASA DAN SASTRA JAWA,40
U,5120523,S-1 BAHASA DAN SASTRA PERANCIS,40
U,5120112,S-1 BAHASA INDONESIA,40
U,5120512,S-1 BAHASA INGGRIS,40
U,5120211,S-1 BAHASA JAWA,40
U,5120311,S-1 BAHASA JEPANG,40
U,5120552,S-1 BAHASA JERMAN,40
U,5120331,S-1 BAHASA KOREA,40
U,5210111,S-1 BAHASA MAKASSAR,40
U,5191423,S-1 BAHASA MANDARIN,40
U,5102753,S-1 BAHASA MANDARIN DAN KEBUDAYAAN TIONGKOK,40
U,5120522,S-1 BAHASA PERANCIS,40
U,5120542,S-1 BAHASA RUSIA,40
U,5120221,S-1 BAHASA SUNDA,40
U,5119082,S-1 BIDANG MANAJEMEN,40
U,5193561,S-1 BIDANG MANAJEMEN TRANSPORTASI,40
U,5110937,S-1 BIMBINGAN DAN KONSELING,40
U,5100852,S-1 BIMBINGAN DAN KONSELING ISLAM,40
U,5109952,S-1 BIMBINGAN DAN KONSELING PENDIDIKAN ISLAM,40
U,5200061,S-1 BIMBINGAN DAN PENYULUHAN ISLAM,40
U,5100012,S-1 BIMBINGAN KONSELING ISLAM,40
U,5210140,S-1 BIO KEWIRAUSAHAAN,40
U,5210141,S-1 BIOINFORMATIKA,40
U,5107221,S-1 BIOKIMIA,40
U,5210545,S-1 BIOKIMIA NUTRISI,40
U,5159000,S-1 BIOLOGI,40
U,5159012,S-1 BIOLOGI LINGKUNGAN,40
U,5106572,S-1 BIOLOGI PERIKANAN,40
U,5102770,S-1 BIOLOGI TERAPAN,40
U,5119085,S-1 BIOLOGI TUMBUHAN,40
U,5200115,S-1 BIOMEDIK,40
U,5210207,S-1 BIOSAINS HEWAN,40
U,5191374,S-1 BIOTEKNOLOGI,40
U,5210010,S-1 BIOTEKNOLOGI DAN TEKNOLOGI PANGAN,40
U,5100129,S-1 BISNIS,40
U,5210012,S-1 BISNIS DIGITAL,40
U,5210208,S-1 BISNIS JASA,40
U,5100200,S-1 BISNIS MANAJEMEN,40
U,5210209,S-1 BISNIS MARITIM,40
U,5210210,S-1 BISNIS MUSIK,40
U,5191125,S-1 BROADCASTING,40
U,5106462,S-1 BUDI DAYA PETERNAKAN,40
U,5106351,S-1 BUDIDAYA HUTAN,40
U,5106511,S-1 BUDIDAYA PERAIRAN,40
U,5106512,S-1 BUDIDAYA PERIKANAN,40
U,5106141,S-1 BUDIDAYA PERTANIAN,40
U,5193191,S-1 BUDIDAYA PERTANIAN DAN PERKEBUNAN,40
U,5193642,S-1 BUDIDAYA TERNAK,40
U,5210014,S-1 CYBER SECURITY,40
U,5192789,S-1 DAKWAH DAN KOMUNIKASI,40
U,5140216,S-1 DAKWAH ISLAM,40
U,5192764,S-1 DEMOGRAFI,40
U,5191104,S-1 DESAIN,40
U,5210323,S-1 DESAIN DAN KOMUNIKASI VISUAL,40
U,5119030,S-1 DESAIN GRAFIS,40
U,5119036,S-1 DESAIN INTERIOR,40
U,5119031,S-1 DESAIN KOMUNIKASI VISUAL,40
U,5210324,S-1 DESAIN MEDIA,40
U,5102809,S-1 DESAIN MODE,40
U,5119035,S-1 DESAIN PRODUK,40
U,5191126,S-1 DESAIN PRODUK INDUSTRI,40
U,5100072,S-1 DIRASAT ISLAMIYAH,40
U,5009002,S-1 DOKTER,40
U,5104201,S-1 DOKTER GIGI,40
U,5193039,S-1 DOKUMENTASI DAN KEARSIPAN,40
U,5210016,S-1 EKOLOGI,40
U,5101775,S-1 EKONOMI,40
U,5101269,S-1 EKONOMI AKUNTANSI,40
U,5191187,S-1 EKONOMI BISNIS,40
U,5101430,S-1 EKONOMI DAN BISNIS,40
U,5210211,S-1 EKONOMI DAN KEUANGAN ISLAM,40
U,5101417,S-1 EKONOMI DAN MANAJEMEN,40
U,5102394,S-1 EKONOMI DAN PERDAGANGAN INTERNASIONAL,40
U,5101116,S-1 EKONOMI DAN STUDI PEMBANGUNAN,40
U,5101118,S-1 EKONOMI INDUSTRI,40
U,5101113,S-1 EKONOMI INTERNASIONAL,40
U,5140319,S-1 EKONOMI ISLAM,40
U,5101122,S-1 EKONOMI KOPERASI,40
U,5101270,S-1 EKONOMI MANAJEMEN,40
U,5101300,S-1 EKONOMI MANAJEMEN,40
U,5101231,S-1 EKONOMI MANAJEMEN AKUNTANSI,40
U,5210017,S-1 EKONOMI PANGAN DAN PERTANIAN,40
U,5190061,S-1 EKONOMI PEMBANGUNAN,40
U,5101112,S-1 EKONOMI PERTANIAN,40
U,5102541,S-1 EKONOMI PERTANIAN DAN AGRIBISNIS,40
U,5101115,S-1 EKONOMI REGIONAL,40
U,5190098,S-1 EKONOMI STUDI PEMBANGUNAN,40
U,5101720,S-1 EKONOMI SUMBER DAYA,40
U,5100552,S-1 EKONOMI SUMBER DAYA DAN LINGKUNGAN,40
U,9400226,S-1 EKONOMI SUMBER DAYA LINGKUNGAN,40
U,5210560,S-1 EKONOMI SUMBERDAYA KELAUTAN,40
U,5191157,S-1 EKONOMI SYARIAH,40
U,5101117,S-1 EKONOMI UMUM,40
U,5102812,"S-1 EKONOMI, KEUANGAN, DAN PERBANKAN",40
U,5190100,S-1 ELEKTRONIKA DAN INSTRUMENTASI,40
U,5100650,S-1 ENTOMOLOGI,40
U,5104849,S-1 EPIDEMIOLOGI,40
U,5191131,S-1 ETNOMUSIKOLOGI,40
U,5100289,S-1 FAKULTAS ILMU ADMINISTRASI,40
U,5104400,S-1 FARMASI,40
U,5102467,S-1 FARMASI KLINIK DAN KOMUNITAS,40
U,5103120,S-1 FARMASI KLINIS,40
U,5210606,S-1 FARMASI PEMINATAN/JURUSAN/PROGRAM STUDI/KONSENTRASI TEKNOLOGI LABORATORIUM KESEHATAN/TEKNOLOGI LABORATORIUM MEDIS,40
U,5102367,S-1 FILM,40
U,5102396,S-1 FILM DAN TELEVISI,40
U,5154000,S-1 FILSAFAT,40
U,5140116,S-1 FILSAFAT AGAMA,40
U,5154038,S-1 FILSAFAT AGAMA KRISTEN,40
U,5140217,S-1 FILSAFAT ISLAM,40
U,5107280,S-1 FISIKA,40
U,5210327,S-1 FISIKA (MINAT FISIKA MEDIS),40
U,5192740,S-1 FISIKA INSTRUMENTASI,40
U,5210021,S-1 FISIOLOGI,40
U,5104503,S-1 FISIOTERAPI,40
U,5119027,S-1 FOTOGRAFI,40
U,5190076,S-1 GEODESI,40
U,5107230,S-1 GEOFISIKA,40
U,5160000,S-1 GEOGRAFI,40
U,5100010,S-1 GEOGRAFI DAN ILMU LINGKUNGAN,40
U,5160015,S-1 GEOGRAFI KARTOGRAFI,40
U,5100736,S-1 GEOGRAFI LINGKUNGAN,40
U,5210561,S-1 GEOGRAFI LINGKUNGAN,40
U,5100517,S-1 GEOKIMIA,40
U,5190037,S-1 GEOLOGI,40
U,5102310,S-1 GEOLOGI PERTAMBANGAN,40
U,5100296,S-1 GEOMATIKA,40
U,5101761,S-1 GIZI,40
U,5199998,S-1 GIZI DAN DIETETIKA,40
U,5104505,S-1 GIZI KESEHATAN,40
U,5100069,S-1 GIZI MASYARAKAT,40
U,5106166,S-1 HAMA DAN PENYAKIT TANAMAN,40
U,5192706,S-1 HAMA DAN PENYAKIT TUMBUHAN,40
U,5100453,S-1 HAMA PENYAKIT PERTANIAN,40
U,5100073,S-1 HAMA PENYAKIT TUMBUHAN,40
U,5106186,S-1 HORTIKULTURA,40
U,5190229,S-1 HUBUNGAN INTERNASIONAL,40
U,5192799,S-1 HUBUNGAN MASYARAKAT,40
U,5123000,S-1 HUKUM,40
U,5123110,S-1 HUKUM ADAT,40
U,5123344,S-1 HUKUM ADMINISTRASI NEGARA,40
U,5101447,S-1 HUKUM AGAMA,40
U,5102759,S-1 HUKUM AGAMA HINDU,40
U,5123331,S-1 HUKUM AGRARIA,40
U,5191292,S-1 HUKUM BISNIS,40
U,5100845,S-1 HUKUM EKONOMI SYARIAH,40
U,5123500,S-1 HUKUM INTERNASIONAL,40
U,5101890,S-1 HUKUM ISLAM,40
U,5191094,S-1 HUKUM LINGKUNGAN,40
U,5123317,S-1 HUKUM PERDATA,40
U,5102653,S-1 HUKUM PIDANA ISLAM (JINAYAH),40
